year	depto	letra	clae2_desc	puestos
2018	Victoria	C	Otras industrias manufactureras	NA
2018	Victoria	C	Reparación e instalación de maquinaria y equipo	4
2018	Victoria	D	Suministro de electricidad, gas, vapor y aire acondicionado	25
2018	Victoria	E	Descontaminación y otros servicios	NA
2018	Victoria	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2018	Victoria	F	Actividades especializadas de construcción 	25
2018	Victoria	F	Construcción de edificios y partes	66
2018	Victoria	F	Obras de ingeniería civil	76
2018	Victoria	G	Comercio al por mayor excepto autos y motos	302
2018	Victoria	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	100
2018	Victoria	G	Comercio al por menor excepto autos y motos	394
2018	Victoria	H	Almacenamiento y actividades de apoyo al transporte	24
2018	Victoria	H	Servicio de correo y mensajería	10
2018	Victoria	H	Transporte acuático	3
2018	Victoria	H	Transporte aéreo	NA
2018	Victoria	H	Transporte terrestre y por tuberías	113
2018	Victoria	I	Servicios de alojamiento	186
2018	Victoria	I	Servicios de expendio de alimentos y bebidas	99
2018	Victoria	J	Actividades de procesamiento de información	NA
2018	Victoria	J	Edición	3
2018	Victoria	J	Programación y transmisiones de TV y radio	43
2018	Victoria	J	Servicios audiovisuales	3
2018	Victoria	J	Servicios de programación, consultoría informática y actividades conexas	13
2018	Victoria	J	Telecomunicaciones	9
2018	Victoria	K	Servicios auxiliares de la actividad financiera y de seguros	4
2018	Victoria	K	Servicios de seguros, reaseguros y pensiones	24
2018	Victoria	K	Servicios financieros (excepto seguros y pensiones)	56
2018	Victoria	L	Servicios inmobiliarios	32
2018	Victoria	M	Investigación y desarrollo científico	4
2018	Victoria	M	Otras actividades profesionales, científicas y técnicas	3
2018	Victoria	M	Servicios de arquitectura e ingeniería	16
2018	Victoria	M	Servicios de publicidad e investigación de mercado	4
2018	Victoria	M	Servicios jurídicos y de contabilidad	32
2018	Victoria	M	Servicios y asesoramiento de dirección y gestión empresarial	3
2018	Victoria	N	Actividades administrativas y de apoyo a oficinas y empresas	30
2018	Victoria	N	Actividades de investigación y seguridad	13
2018	Victoria	N	Agencias de viajes, servicios de reservas y actividades conexas	6
2018	Victoria	N	Alquiler y arrendamiento	NA
2018	Victoria	N	Servicios a edificios y actividades de jardinería	17
2018	Victoria	N	Servicios de obtención y dotación de personal	3
2018	Victoria	P	Enseñanza	426
2018	Victoria	Q	Actividades de atención en instituciones	9
2018	Victoria	Q	Servicios de salud humana	113
2018	Victoria	R	Actividades deportivas, recreativas y de entretenimiento	26
2018	Victoria	R	Juegos de azar y apuestas	341
2018	Victoria	R	Servicios artísticos y de espectáculos	NA
2018	Victoria	S	Otros servicios personales	27
2018	Victoria	S	Reparación de computadoras y equipos de uso doméstico	NA
2018	Victoria	S	Servicios de asociaciones	87
2018	Villaguay	Otro	Otros sectores	7
2018	Villaguay	A	Agricultura, ganadería, caza y servicios relacionados	809
2018	Villaguay	A	Pesca y acuicultura	NA
2018	Villaguay	A	Silvicultura y explotación forestal	NA
2018	Villaguay	B	Actividades de apoyo al petróleo y la minería	3
2018	Villaguay	B	Extracción de otros minerales	3
2018	Villaguay	B	Extracción de petróleo crudo y gas natural	NA
2018	Villaguay	C	Elaboracion de productos farmacéuticos	4
2018	Villaguay	C	Elaboración de bebidas	7
2018	Villaguay	C	Elaboración de prendas de vestir	4
2018	Villaguay	C	Elaboración de productos alimenticios	385
2018	Villaguay	C	Elaboración de productos de cuero y calzado	4
2018	Villaguay	C	Elaboración de productos de madera	7
2018	Villaguay	C	Elaboración de productos de papel	NA
2018	Villaguay	C	Elaboración de productos textiles	NA
2018	Villaguay	C	Fabricación de maquinarias	14
2018	Villaguay	C	Fabricación de metales comunes	NA
2018	Villaguay	C	Fabricación de muebles	5
2018	Villaguay	C	Fabricación de otros equipos de transporte	NA
2018	Villaguay	C	Fabricación de productos de caucho y vidrio	3
2018	Villaguay	C	Fabricación de productos de informática, de electrónica y de óptica	NA
2018	Villaguay	C	Fabricación de productos de vidrio y otros minerales no metálicos	4
2018	Villaguay	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	15
2018	Villaguay	C	Fabricación de sustancias químicas	20
2018	Villaguay	C	Fabricación de vehículos automotores, remolques y semirremolques	6
2018	Villaguay	C	Imprentas y editoriales	NA
2018	Villaguay	C	Reparación e instalación de maquinaria y equipo	3
2018	Villaguay	D	Suministro de electricidad, gas, vapor y aire acondicionado	31
2018	Villaguay	E	Captación, tratamiento y distribución de agua	9
2018	Villaguay	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2018	Villaguay	F	Actividades especializadas de construcción 	33
2018	Villaguay	F	Construcción de edificios y partes	57
2018	Villaguay	F	Obras de ingeniería civil	193
2018	Villaguay	G	Comercio al por mayor excepto autos y motos	214
2018	Villaguay	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	34
2018	Villaguay	G	Comercio al por menor excepto autos y motos	585
2018	Villaguay	H	Almacenamiento y actividades de apoyo al transporte	4
2018	Villaguay	H	Servicio de correo y mensajería	15
2018	Villaguay	H	Transporte acuático	NA
2018	Villaguay	H	Transporte aéreo	NA
2018	Villaguay	H	Transporte terrestre y por tuberías	147
2018	Villaguay	I	Servicios de alojamiento	24
2018	Villaguay	I	Servicios de expendio de alimentos y bebidas	48
2018	Villaguay	J	Edición	14
2018	Villaguay	J	Programación y transmisiones de TV y radio	39
2018	Villaguay	J	Servicios audiovisuales	3
2018	Villaguay	J	Servicios de programación, consultoría informática y actividades conexas	10
2018	Villaguay	J	Telecomunicaciones	11
2018	Villaguay	K	Servicios auxiliares de la actividad financiera y de seguros	10
2018	Villaguay	K	Servicios de seguros, reaseguros y pensiones	21
2018	Villaguay	K	Servicios financieros (excepto seguros y pensiones)	63
2018	Villaguay	L	Servicios inmobiliarios	53
2018	Villaguay	M	Investigación y desarrollo científico	NA
2018	Villaguay	M	Servicios de arquitectura e ingeniería	16
2018	Villaguay	M	Servicios de publicidad e investigación de mercado	4
2018	Villaguay	M	Servicios jurídicos y de contabilidad	23
2018	Villaguay	M	Servicios y asesoramiento de dirección y gestión empresarial	15
2018	Villaguay	N	Actividades administrativas y de apoyo a oficinas y empresas	18
2018	Villaguay	N	Actividades de investigación y seguridad	24
2018	Villaguay	N	Agencias de viajes, servicios de reservas y actividades conexas	8
2018	Villaguay	N	Alquiler y arrendamiento	12
2018	Villaguay	N	Servicios a edificios y actividades de jardinería	21
2018	Villaguay	N	Servicios de obtención y dotación de personal	NA
2018	Villaguay	P	Enseñanza	298
2018	Villaguay	Q	Actividades de atención en instituciones	5
2018	Villaguay	Q	Actividades de atención sin alojamiento	NA
2018	Villaguay	Q	Servicios de salud humana	129
2018	Villaguay	R	Actividades deportivas, recreativas y de entretenimiento	10
2018	Villaguay	R	Juegos de azar y apuestas	6
2018	Villaguay	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	NA
2018	Villaguay	S	Otros servicios personales	18
2018	Villaguay	S	Servicios de asociaciones	74
2019	Colón	Otro	Otros sectores	19
2019	Colón	A	Agricultura, ganadería, caza y servicios relacionados	684
2019	Colón	A	Pesca y acuicultura	101
2019	Colón	A	Silvicultura y explotación forestal	156
2019	Colón	B	Actividades de apoyo al petróleo y la minería	3
2019	Colón	B	Extracción de minerales metálicos	NA
2019	Colón	B	Extracción de otros minerales	82
2019	Colón	B	Extracción de petróleo crudo y gas natural	6
2019	Colón	C	Elaboracion de productos farmacéuticos	5
2019	Colón	C	Elaboración de bebidas	6
2019	Colón	C	Elaboración de prendas de vestir	21
2019	Colón	C	Elaboración de productos alimenticios	2586
2019	Colón	C	Elaboración de productos de cuero y calzado	3
2019	Colón	C	Elaboración de productos de madera	307
2019	Colón	C	Elaboración de productos de papel	5
2019	Colón	C	Elaboración de productos textiles	6
2019	Colón	C	Fabricación de equipo eléctrico	7
2019	Colón	C	Fabricación de maquinarias	76
2019	Colón	C	Fabricación de metales comunes	NA
2019	Colón	C	Fabricación de muebles	20
2019	Colón	C	Fabricación de otros equipos de transporte	3
2019	Colón	C	Fabricación de productos de caucho y vidrio	20
2019	Colón	C	Fabricación de productos de informática, de electrónica y de óptica	3
2019	Colón	C	Fabricación de productos de vidrio y otros minerales no metálicos	11
2019	Colón	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	44
2019	Colón	C	Fabricación de sustancias químicas	9
2019	Colón	C	Fabricación de vehículos automotores, remolques y semirremolques	13
2019	Colón	C	Imprentas y editoriales	5
2019	Colón	C	Otras industrias manufactureras	NA
2019	Colón	C	Reparación e instalación de maquinaria y equipo	NA
2019	Colón	D	Suministro de electricidad, gas, vapor y aire acondicionado	18
2019	Colón	E	Captación, tratamiento y distribución de agua	4
2019	Colón	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	NA
2019	Colón	F	Actividades especializadas de construcción 	38
2019	Colón	F	Construcción de edificios y partes	70
2019	Colón	F	Obras de ingeniería civil	109
2019	Colón	G	Comercio al por mayor excepto autos y motos	445
2019	Colón	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	97
2019	Colón	G	Comercio al por menor excepto autos y motos	1042
2019	Colón	H	Almacenamiento y actividades de apoyo al transporte	44
2019	Colón	H	Servicio de correo y mensajería	59
2019	Colón	H	Transporte acuático	66
2019	Colón	H	Transporte terrestre y por tuberías	463
2019	Colón	I	Servicios de alojamiento	344
2019	Colón	I	Servicios de expendio de alimentos y bebidas	206
2019	Colón	J	Actividades de procesamiento de información	4
2019	Colón	J	Edición	16
2019	Colón	J	Programación y transmisiones de TV y radio	70
2019	Colón	J	Servicios audiovisuales	4
2019	Colón	J	Servicios de programación, consultoría informática y actividades conexas	32
2019	Colón	J	Telecomunicaciones	11
2019	Colón	K	Servicios auxiliares de la actividad financiera y de seguros	23
2019	Colón	K	Servicios de seguros, reaseguros y pensiones	58
2019	Colón	K	Servicios financieros (excepto seguros y pensiones)	83
2019	Colón	L	Servicios inmobiliarios	24
2019	Colón	M	Investigación y desarrollo científico	NA
2019	Colón	M	Otras actividades profesionales, científicas y técnicas	6
2019	Colón	M	Servicios de arquitectura e ingeniería	18
2019	Colón	M	Servicios de publicidad e investigación de mercado	5
2019	Colón	M	Servicios jurídicos y de contabilidad	57
2019	Colón	M	Servicios veterinarios	3
2019	Colón	M	Servicios y asesoramiento de dirección y gestión empresarial	15
2019	Colón	N	Actividades administrativas y de apoyo a oficinas y empresas	26
2019	Colón	N	Actividades de investigación y seguridad	38
2019	Colón	N	Agencias de viajes, servicios de reservas y actividades conexas	14
2019	Colón	N	Alquiler y arrendamiento	36
2019	Colón	N	Servicios a edificios y actividades de jardinería	39
2019	Colón	N	Servicios de obtención y dotación de personal	NA
2019	Colón	P	Enseñanza	397
2019	Colón	Q	Actividades de atención en instituciones	27
2019	Colón	Q	Actividades de atención sin alojamiento	NA
2019	Colón	Q	Servicios de salud humana	209
2019	Colón	R	Actividades deportivas, recreativas y de entretenimiento	60
2019	Colón	R	Juegos de azar y apuestas	21
2019	Colón	R	Servicios artísticos y de espectáculos	NA
2019	Colón	R	Servicios de bibliotecas, archivos y museos y  servicios culturales n.c.p.	4
2019	Colón	S	Otros servicios personales	26
2019	Colón	S	Reparación de computadoras y equipos de uso doméstico	NA
2019	Colón	S	Servicios de asociaciones	328
2019	Concordia	Otro	Otros sectores	154
2019	Concordia	A	Agricultura, ganadería, caza y servicios relacionados	5650
2019	Concordia	A	Pesca y acuicultura	5
2019	Concordia	A	Silvicultura y explotación forestal	242
2019	Concordia	B	Actividades de apoyo al petróleo y la minería	16
2019	Concordia	B	Extracción de minerales metálicos	NA
2019	Concordia	B	Extracción de otros minerales	67
2019	Concordia	B	Extracción de petróleo crudo y gas natural	15
2019	Concordia	C	Elaboracion de productos farmacéuticos	26
2019	Concordia	C	Elaboración de bebidas	186
2019	Concordia	C	Elaboración de prendas de vestir	13
2019	Concordia	C	Elaboración de productos alimenticios	964
2019	Concordia	C	Elaboración de productos de madera	1118
2019	Concordia	C	Elaboración de productos de papel	10
2019	Concordia	C	Elaboración de productos textiles	5
2019	Concordia	C	Fabricación de equipo eléctrico	12
2019	Concordia	C	Fabricación de maquinarias	25
2019	Concordia	C	Fabricación de metales comunes	12
2019	Concordia	C	Fabricación de muebles	10
2019	Concordia	C	Fabricación de otros equipos de transporte	NA
2019	Concordia	C	Fabricación de productos de caucho y vidrio	25
2019	Concordia	C	Fabricación de productos de informática, de electrónica y de óptica	16
2019	Concordia	C	Fabricación de productos de vidrio y otros minerales no metálicos	53
2019	Concordia	C	Fabricación de productos elaborados del metal, excepto maquinaria y equipo	96
2019	Concordia	C	Fabricación de sustancias químicas	114
2019	Concordia	C	Fabricación de vehículos automotores, remolques y semirremolques	21
2019	Concordia	C	Imprentas y editoriales	34
2019	Concordia	C	Otras industrias manufactureras	32
2019	Concordia	C	Reparación e instalación de maquinaria y equipo	26
2019	Concordia	D	Suministro de electricidad, gas, vapor y aire acondicionado	237
2019	Concordia	E	Captación, tratamiento y distribución de agua	25
2019	Concordia	E	Descontaminación y otros servicios	NA
2019	Concordia	E	Recogida, tratamiento y eliminación de desechos; recuperación de materiales	16
2019	Concordia	F	Actividades especializadas de construcción 	378
2019	Concordia	F	Construcción de edificios y partes	688
2019	Concordia	F	Obras de ingeniería civil	578
2019	Concordia	G	Comercio al por mayor excepto autos y motos	1502
2019	Concordia	G	Comercio al por mayor y al por menor y reparación de vehículos automotores y motos	397
2019	Concordia	G	Comercio al por menor excepto autos y motos	2061
2019	Concordia	H	Almacenamiento y actividades de apoyo al transporte	58
2019	Concordia	H	Servicio de correo y mensajería	159
2019	Concordia	H	Transporte acuático	NA
2019	Concordia	H	Transporte aéreo	NA
2019	Concordia	H	Transporte terrestre y por tuberías	710
2019	Concordia	I	Servicios de alojamiento	175
2019	Concordia	I	Servicios de expendio de alimentos y bebidas	342
2019	Concordia	J	Actividades de procesamiento de información	5
2019	Concordia	J	Edición	10
2019	Concordia	J	Programación y transmisiones de TV y radio	122
2019	Concordia	J	Servicios audiovisuales	15
2019	Concordia	J	Servicios de programación, consultoría informática y actividades conexas	58
2019	Concordia	J	Telecomunicaciones	88
2019	Concordia	K	Servicios auxiliares de la actividad financiera y de seguros	34
2019	Concordia	K	Servicios de seguros, reaseguros y pensiones	228
2019	Concordia	K	Servicios financieros (excepto seguros y pensiones)	397
2019	Concordia	L	Servicios inmobiliarios	170
2019	Concordia	M	Investigación y desarrollo científico	6
2019	Concordia	M	Otras actividades profesionales, científicas y técnicas	3
2019	Concordia	M	Servicios de arquitectura e ingeniería	36
2019	Concordia	M	Servicios de publicidad e investigación de mercado	16
2019	Concordia	M	Servicios jurídicos y de contabilidad	118
2019	Concordia	M	Servicios veterinarios	6
2019	Concordia	M	Servicios y asesoramiento de dirección y gestión empresarial	57
2019	Concordia	N	Actividades administrativas y de apoyo a oficinas y empresas	276
